cityAsciiName,stateProvAsciiName,twoCharCountryCode
Corinto,Minas Gerais,BR
Cordeiropolis,Sao Paulo,BR
Cordeiro,Rio de Janeiro,BR
Corbelia,Parana,BR
Coracao de Maria,Bahia,BR
Coracao de Jesus,Minas Gerais,BR
Contagem,Minas Gerais,BR
Conselheiro Pena,Minas Gerais,BR
Conselheiro Lafaiete,Minas Gerais,BR
Congonhas,Minas Gerais,BR
Conde,Bahia,BR
Concordia,Santa Catarina,BR
Conchas,Sao Paulo,BR
Conchal,Sao Paulo,BR
Conceicao do Rio Verde,Minas Gerais,BR
Conceicao do Mato Dentro,Minas Gerais,BR
Conceicao do Coite,Bahia,BR
Conceicao do Almeida,Bahia,BR
Conceicao do Jacuipe,Bahia,BR
Conceicao das Alagoas,Minas Gerais,BR
Conceicao da Feira,Bahia,BR
Conceicao da Barra,Espirito Santo,BR
Colorado,Parana,BR
Colombo,Parana,BR
Colatina,Espirito Santo,BR
Cocal,Santa Catarina,BR
Coaraci,Bahia,BR
Clevelandia,Parana,BR
Claudio,Minas Gerais,BR
Cipo,Bahia,BR
Cidreira,Rio Grande do Sul,BR
Cicero Dantas,Bahia,BR
Cianorte,Parana,BR
Chui,Rio Grande do Sul,BR
Chopinzinho,Parana,BR
Nova Xavantina,Mato Grosso,BR
Charqueadas,Rio Grande do Sul,BR
Charqueada,Sao Paulo,BR
Chapeco,Santa Catarina,BR
Chapada dos Guimaraes,Mato Grosso,BR
Cerro Largo,Rio Grande do Sul,BR
Cerquilho,Sao Paulo,BR
Cerqueira Cesar,Sao Paulo,BR
Ceres,Goias,BR
Centralina,Minas Gerais,BR
Centenario do Sul,Parana,BR
Celso Ramos,Santa Catarina,BR
Caxias do Sul,Rio Grande do Sul,BR
Caxambu,Minas Gerais,BR
Catu,Bahia,BR
Catanduva,Sao Paulo,BR
Catalao,Goias,BR
Cataguases,Minas Gerais,BR
Castro Alves,Bahia,BR
Castro,Parana,BR
Castilho,Sao Paulo,BR
Castelo,Espirito Santo,BR
Cassilandia,Mato Grosso do Sul,BR
Cassia,Minas Gerais,BR
Casimiro de Abreu,Rio de Janeiro,BR
Cascavel,Parana,BR
Casa Branca,Sao Paulo,BR
Carmo do Rio Verde,Goias,BR
Carmo do Rio Claro,Minas Gerais,BR
Carmo do Paranaiba,Minas Gerais,BR
Carmo do Cajuru,Minas Gerais,BR
Carmo,Rio de Janeiro,BR
Carlos Chagas,Minas Gerais,BR
Carlos Barbosa,Rio Grande do Sul,BR
Carira,Sergipe,BR
Carinhanha,Bahia,BR
Cardoso,Sao Paulo,BR
Carazinho,Rio Grande do Sul,BR
Caratinga,Minas Gerais,BR
Caarapo,Mato Grosso do Sul,BR
Carapicuiba,Sao Paulo,BR
Carangola,Minas Gerais,BR
Carandai,Minas Gerais,BR
Carambei,Parana,BR
Carai,Minas Gerais,BR
Caraguatatuba,Sao Paulo,BR
Capivari,Sao Paulo,BR
Capinzal,Santa Catarina,BR
Capinopolis,Minas Gerais,BR
Capim Grosso,Bahia,BR
Capelinha,Minas Gerais,BR
Capela do Alto,Sao Paulo,BR
Capela,Sergipe,BR
Capao da Canoa,Rio Grande do Sul,BR
Capao Bonito,Sao Paulo,BR
Cantagalo,Rio de Janeiro,BR
Canoinhas,Santa Catarina,BR
Canoas,Rio Grande do Sul,BR
Cangucu,Rio Grande do Sul,BR
Canela,Rio Grande do Sul,BR
Candido Mota,Sao Paulo,BR
Candido de Abreu,Parana,BR
Candelaria,Rio Grande do Sul,BR
Canavieiras,Bahia,BR
Canarana,Bahia,BR
Cananeia,Sao Paulo,BR
Campo Verde,Mato Grosso do Sul,BR
Campos Novos,Santa Catarina,BR
Campos Gerais,Minas Gerais,BR
Campos do Jordao,Sao Paulo,BR
Campos Belos,Goias,BR
Campos Altos,Minas Gerais,BR
Campos dos Goytacazes,Rio de Janeiro,BR
Campo Mourao,Parana,BR
Campo Largo,Parana,BR
Campo Grande,Mato Grosso do Sul,BR
Campo Formoso,Bahia,BR
Campo do Brito,Sergipe,BR
Campo Belo,Minas Gerais,BR
Campina Verde,Minas Gerais,BR
Campinas,Sao Paulo,BR
Campina Grande do Sul,Parana,BR
Campestre,Minas Gerais,BR
Campanha,Minas Gerais,BR
Cambuquira,Minas Gerais,BR
Cambui,Minas Gerais,BR
Cambuci,Rio de Janeiro,BR
Cambe,Parana,BR
Cambara,Parana,BR
Camaqua,Rio Grande do Sul,BR
Camapua,Mato Grosso do Sul,BR
Camanducaia,Minas Gerais,BR
Camamu,Bahia,BR
Camacari,Bahia,BR
Caldas Novas,Goias,BR
Cajuru,Sao Paulo,BR
Cajati,Sao Paulo,BR
Cajamar,Sao Paulo,BR
Caieiras,Sao Paulo,BR
Caiaponia,Goias,BR
Cafelandia,Sao Paulo,BR
Cafarnaum,Bahia,BR
Caetite,Bahia,BR
Caete,Minas Gerais,BR
Cacule,Bahia,BR
Cacu,Goias,BR
Caconde,Sao Paulo,BR
Cachoeiro de Itapemirim,Espirito Santo,BR
Cachoeirinha,Rio Grande do Sul,BR
Cachoeiras de Macacu,Rio de Janeiro,BR
Cachoeira do Sul,Rio Grande do Sul,BR
Cachoeira,Bahia,BR
Cacequi,Rio Grande do Sul,BR
Cacapava do Sul,Rio Grande do Sul,BR
Cacapava,Sao Paulo,BR
Cacador,Santa Catarina,BR
Cabreuva,Sao Paulo,BR
Cabo Frio,Rio de Janeiro,BR
Butia,Rio Grande do Sul,BR
Buritizeiro,Minas Gerais,BR
Buritis,Minas Gerais,BR
Buriti Alegre,Goias,BR
Buritama,Sao Paulo,BR
Buri,Sao Paulo,BR
Boquim,Sergipe,BR
Buerarema,Bahia,BR
Bueno Brandao,Minas Gerais,BR
Brusque,Santa Catarina,BR
Brumado,Bahia,BR
Brumadinho,Minas Gerais,BR
Brotas,Sao Paulo,BR
Brodosqui,Sao Paulo,BR
Brasilia de Minas,Minas Gerais,BR
Brasilia,Federal District,BR
Braganca Paulista,Sao Paulo,BR
Braco do Norte,Santa Catarina,BR
Botucatu,Sao Paulo,BR
Botelhos,Minas Gerais,BR
Borrazopolis,Parana,BR
Borda da Mata,Minas Gerais,BR
Borborema,Sao Paulo,BR
Boquira,Bahia,BR
Bonito,Mato Grosso do Sul,BR
Bom Sucesso,Minas Gerais,BR
Bom Jesus dos Perdoes,Sao Paulo,BR
Bom Jesus do Itabapoana,Rio de Janeiro,BR
Bom Jesus do Galho,Minas Gerais,BR
Bom Jesus da Lapa,Bahia,BR
Bom Despacho,Minas Gerais,BR
Boituva,Sao Paulo,BR
Bocaiuva,Minas Gerais,BR
Boa Esperanca do Sul,Sao Paulo,BR
Boa Esperanca,Minas Gerais,BR
Boa Esperanca,Espirito Santo,BR
Blumenau,Santa Catarina,BR
Biritiba Mirim,Sao Paulo,BR
Birigui,Sao Paulo,BR
Biguacu,Santa Catarina,BR
Bicas,Minas Gerais,BR
Betim,Minas Gerais,BR
Bertioga,Sao Paulo,BR
Bernardino de Campos,Sao Paulo,BR
Bento Goncalves,Rio Grande do Sul,BR
Belo Oriente,Minas Gerais,BR
Belo Horizonte,Minas Gerais,BR
Belmonte,Bahia,BR
Belford Roxo,Rio de Janeiro,BR
Bela Vista do Paraiso,Parana,BR
Bela Vista de Goias,Goias,BR
Bela Vista,Mato Grosso do Sul,BR
Bebedouro,Sao Paulo,BR
Bauru,Sao Paulo,BR
Batatais,Sao Paulo,BR
Bataipora,Mato Grosso do Sul,BR
Bastos,Sao Paulo,BR
Barueri,Sao Paulo,BR
Barroso,Minas Gerais,BR
Barro Alto,Goias,BR
Barro Alto,Bahia,BR
Barrinha,Sao Paulo,BR
Barretos,Sao Paulo,BR
Barreiro do Jaiba,Minas Gerais,BR
Barreiras,Bahia,BR
Barra Velha,Santa Catarina,BR
Barra Mansa,Rio de Janeiro,BR
Barra dos Coqueiros,Sergipe,BR
Barra do Pirai,Rio de Janeiro,BR
Barra do Garcas,Mato Grosso,BR
Barra do Bugres,Mato Grosso,BR
Barra de Sao Francisco,Espirito Santo,BR
Barra da Estiva,Bahia,BR
Barra Bonita,Sao Paulo,BR
Barra,Bahia,BR
Bariri,Sao Paulo,BR
Barbacena,Minas Gerais,BR
Barao de Cocais,Minas Gerais,BR
Bandeirantes,Parana,BR
Bambui,Minas Gerais,BR
Balneario Camboriu,Santa Catarina,BR
Baixo Guandu,Espirito Santo,BR
Baixa Grande,Bahia,BR
Bage,Rio Grande do Sul,BR
Baependi,Minas Gerais,BR
Bady Bassitt,Sao Paulo,BR
Avare,Sao Paulo,BR
Auriflama,Sao Paulo,BR
Atibaia,Sao Paulo,BR
Astorga,Parana,BR
Astolfo Dutra,Minas Gerais,BR
Assis,Sao Paulo,BR
Assai,Parana,BR
Aruja,Sao Paulo,BR
Artur Nogueira,Sao Paulo,BR
Arroio Grande,Rio Grande do Sul,BR
Arroio dos Ratos,Rio Grande do Sul,BR
Arroio do Meio,Rio Grande do Sul,BR
Arraias,Tocantins,BR
Arraial do Cabo,Rio de Janeiro,BR
Armacao de Buzios,Rio de Janeiro,BR
Arinos,Minas Gerais,BR
Arenapolis,Mato Grosso,BR
Areia Branca,Sergipe,BR
Areal,Rio de Janeiro,BR
Areado,Minas Gerais,BR
Arcos,Minas Gerais,BR
Araxa,Minas Gerais,BR
Araucaria,Parana,BR
Araruama,Rio de Janeiro,BR
Araras,Sao Paulo,BR
Araraquara,Sao Paulo,BR
Ararangua,Santa Catarina,BR
Arapongas,Parana,BR
Araguari,Minas Gerais,BR
Aragarcas,Goias,BR
Aracuai,Minas Gerais,BR
Aracruz,Espirito Santo,BR
Aracoiaba da Serra,Sao Paulo,BR
Araci,Bahia,BR
Aracatuba,Sao Paulo,BR
Aracaju,Sergipe,BR
Aquidauana,Mato Grosso do Sul,BR
Aquidaba,Sergipe,BR
Apucarana,Parana,BR
Apiai,Sao Paulo,BR
Aparecida do Taboado,Mato Grosso do Sul,BR
Aparecida,Sao Paulo,BR
Antonina,Parana,BR
Anicuns,Goias,BR
Anguera,Bahia,BR
Angra dos Reis,Rio de Janeiro,BR
Angatuba,Sao Paulo,BR
Andrelandia,Minas Gerais,BR
Andradina,Sao Paulo,BR
Andradas,Minas Gerais,BR
Anastacio,Mato Grosso do Sul,BR
Anapolis,Goias,BR
Ampere,Parana,BR
Amparo,Sao Paulo,BR
Americo Brasiliense,Sao Paulo,BR
Americana,Sao Paulo,BR
America Dourada,Bahia,BR
Amargosa,Bahia,BR
Alvorada,Tocantins,BR
Alvinopolis,Minas Gerais,BR
Alvares Machado,Sao Paulo,BR
Alto Piquiri,Parana,BR
Alto Parana,Parana,BR
Altania,Parana,BR
Alto Araguaia,Mato Grosso,BR
Altinopolis,Sao Paulo,BR
Alterosa,Minas Gerais,BR
Alpinopolis,Minas Gerais,BR
Almirante Tamandare,Parana,BR
Almenara,Minas Gerais,BR
Alfredo Chaves,Espirito Santo,BR
Alfenas,Minas Gerais,BR
Alem Paraiba,Minas Gerais,BR
Alegrete,Rio Grande do Sul,BR
Alegre,Espirito Santo,BR
Alagoinhas,Bahia,BR
Aimores,Minas Gerais,BR
Agudos,Sao Paulo,BR
Aguas Vermelhas,Minas Gerais,BR
Aguas Formosas,Minas Gerais,BR
Aguas de Lindoia,Sao Paulo,BR
Aguai,Sao Paulo,BR
Afonso Claudio,Espirito Santo,BR
Adamantina,Sao Paulo,BR
Acucena,Minas Gerais,BR
Acajutiba,Bahia,BR
Abaete,Minas Gerais,BR
Abadiania,Goias,BR
Guaiba,Rio Grande do Sul,BR
Palmas,Tocantins,BR
Pontal do Parana,Parana,BR
Tefe,Amazonas,BR
Tarauaca,Acre,BR
Tabatinga,Amazonas,BR
Sena Madureira,Acre,BR
Sao Paulo de Olivenca,Amazonas,BR
Sao Gabriel da Cachoeira,Amazonas,BR
Santo Antonio do Ica,Amazonas,BR
Rio Branco,Acre,BR
Porto Velho,Rondonia,BR
Pauini,Amazonas,BR
Novo Aripuana,Amazonas,BR
Manicore,Amazonas,BR
Mancio Lima,Acre,BR
Manaus,Amazonas,BR
Manaquiri,Amazonas,BR
Manacapuru,Amazonas,BR
Jutai,Amazonas,BR
Humaita,Amazonas,BR
Fonte Boa,Amazonas,BR
Feijo,Acre,BR
Envira,Amazonas,BR
Eirunepe,Amazonas,BR
Cruzeiro do Sul,Acre,BR
Codajas,Amazonas,BR
Coari,Amazonas,BR
Carauari,Amazonas,BR
Canutama,Amazonas,BR
Boca do Acre,Amazonas,BR
Boa Vista,Roraima,BR
Benjamin Constant,Amazonas,BR
Barcelos,Amazonas,BR
Ariquemes,Rondonia,BR
Aripuana,Mato Grosso,BR
Anori,Amazonas,BR
Alvaraes,Amazonas,BR
Iranduba,Amazonas,BR
Xapuri,Acre,BR
Vilhena,Rondonia,BR
Senador Guiomard,Acre,BR
Presidente Medici,Rondonia,BR
Posto Fiscal Rolim de Moura,Rondonia,BR
Placido de Castro,Acre,BR
Pimenta Bueno,Rondonia,BR
Ouro Preto do Oeste,Rondonia,BR
Ji Parana,Rondonia,BR
Jaru,Rondonia,BR
Guajara Mirim,Rondonia,BR
Cacoal,Rondonia,BR
Brasileia,Acre,BR
Aparecida de Goiania,Goias,BR
Campinas,Santa Catarina,BR
Jaboatao dos Guararapes,Pernambuco,BR
Lauro de Freitas,Bahia,BR
Minacu,Goias,BR
Ourilandia do Norte,Para,BR
Parauapebas,Para,BR
Pinhais,Parana,BR
Redencao,Para,BR
Rio Preto da Eva,Amazonas,BR
Santa Maria de Jetiba,Espirito Santo,BR
Simoes Filho,Bahia,BR
Sinop,Mato Grosso,BR
Xinguara,Para,BR
Cambebba,Ceara,BR
Jardim Paulista,Sao Paulo,BR
Itacorubi,Santa Catarina,BR
Santa Monica,Santa Catarina,BR
Trindade,Santa Catarina,BR
Saco dos Limoes,Santa Catarina,BR
Costeira do Pirajubae,Santa Catarina,BR
Freguesia do Ribeirao da Ilha,Santa Catarina,BR
Residencia Moacir PU5BHV,Santa Catarina,BR
Planaltina,Federal District,BR
Extrema,Rondonia,BR
Paraiso,Sao Paulo,BR
Sao Pedro,Rio de Janeiro,BR
Alvorada,Rio Grande do Sul,BR
West End,West Grand Bahama,BS
Spanish Wells,Spanish Wells,BS
San Andros,North Andros,BS
Port Nelson,Rum Cay,BS
Nassau,New Providence,BS
Matthew Town,Inagua,BS
Masons Bay,Acklins,BS
Marsh Harbour,Central Abaco,BS
Lucaya,Freeport,BS
High Rock,East Grand Bahama,BS
Hard Bargain,Moore's Island,BS
Governor's Harbour,Central Eleuthera,BS
George Town,Exuma,BS
Freeport,Freeport,BS
Duncan Town,Ragged Island,BS
Cooper's Town,North Abaco,BS
Colonel Hill,Crooked Island and Long Cay,BS
Cockburn Town,San Salvador,BS
Clarence Town,Long Island,BS
Black Point,Black Point,BS
Arthur's Town,Cat Island,BS
Alice Town,Bimini,BS
Abraham's Bay,Mayaguana,BS
Wangdue Phodrang,Wangdi Phodrang,BT
Trongsa,Tongsa,BT
Thimphu,Thimphu,BT
Trashi Yangtse,Trashi Yangste,BT
Trashigang,Tashigang,BT
Daga,Dagana,BT
Shemgang,Shemgang,BT
Sarpang,Geylegphug,BT
Punakha,Punakha,BT
Phuntsholing,Chukha,BT
Paro,Paro,BT
Mongar,Mongar,BT
Lhuentse,Lhuntse,BT
Ha,Haa,BT
Gasa,Gasa,BT
Tsirang,Chirang,BT
Tsimasham,Chukha,BT
Jakar,Bumthang,BT
Samtse,Samchi,BT
Pemagatshel,Pemagatshel,BT
Samdrup Jongkhar,Samdrup Jongkhar,BT
Lungtenzampa,Thimphu,BT
Tshabong,Kgalagadi,BW
Tonota,Central,BW
Thamaga,Kweneng,BW
Shakawe,North-West,BW
Serowe,Central,BW
Selebi-Phikwe,Selibe Phikwe,BW
Ramotswa,South-East,BW
Rakops,Central,BW
Palapye,Central,BW
Otse,South-East,BW
Orapa,Central,BW
Mosopa,Ngwaketsi,BW
Molepolole,Kweneng,BW
Mogoditshane,Kweneng,BW
Mochudi,Kgatleng,BW
Maun,North-West,BW
Mahalapye,Central,BW
Lobatse,Lobatse,BW
Letlhakeng,Kweneng,BW
Letlhakane,Central,BW
Kopong,South-East,BW
Kasane,Chobe,BW
Kanye,Ngwaketsi,BW
Janeng,South-East,BW
Ghanzi,Ghanzi,BW
Gaborone,Gaborone,BW
Gabane,Kweneng,BW
Francistown,City of Francistown,BW
Metsemotlhaba,Kweneng,BW
Jwaneng,Jwaneng,BW
Skidel',Grodnenskaya,BY
Horad Zhodzina,Minsk,BY
Zhlobin,Gomel Oblast,BY
Zhytkavichy,Gomel Oblast,BY
Zhabinka,Brest,BY
Zel'va,Grodnenskaya,BY
Zaslawye,Minsk,BY
Voranava,Grodnenskaya,BY
Vitebsk,Vitebsk,BY
Vishnyeva,Grodnenskaya,BY
Vilyeyka,Minsk,BY
Vyetka,Gomel Oblast,BY
Vyerkhnyadzvinsk,Vitebsk,BY
Volkovysk,Grodnenskaya,BY
Valozhyn,Minsk,BY
Uzda,Minsk,BY
Ushachy,Vitebsk,BY
Talachyn,Vitebsk,BY
Svislach,Grodnenskaya,BY
Svyetlahorsk,Gomel Oblast,BY
Stowbtsy,Minsk,BY
Stolin,Brest,BY
Staryya Darohi,Minsk,BY
Starobin,Minsk,BY
Smarhon,Grodnenskaya,BY
Smaliavicy,Minsk,BY
Smilavicy,Minsk,BY
Slutsk,Minsk,BY
Slonim,Grodnenskaya,BY
Slawharad,Mogilev,BY
Shumilina,Vitebsk,BY
Shklow,Mogilev,BY
Shchuchyn,Grodnenskaya,BY
Sharkawshchyna,Vitebsk,BY
Syanno,Vitebsk,BY
Salihorsk,Minsk,BY
Rasony,Vitebsk,BY
Ross',Grodnenskaya,BY
Rahachow,Gomel Oblast,BY
Rechytsa,Gomel Oblast,BY
Rakaw,Minsk,BY
Radaskovicy,Minsk,BY
Pruzhany,Brest,BY
Polatsk,Vitebsk,BY
Plyeshchanitsy,Minsk,BY
Pinsk,Brest,BY
Pyetrykaw,Gomel Oblast,BY
Pastavy,Vitebsk,BY
Astravyets,Grodnenskaya,BY
Asipovichy,Mogilev,BY
Orsha,Vitebsk,BY
Novolukoml',Vitebsk,BY
Nyasvizh,Minsk,BY
Navapolatsk,Vitebsk,BY
Novogrudok,Grodnenskaya,BY
Myadzyel,Minsk,BY
Mstsislaw,Mogilev,BY
Myory,Vitebsk,BY
Minsk,Minsk City,BY
Mikashevichy,Brest,BY
Mazyr,Gomel Oblast,BY
Mosty,Grodnenskaya,BY
Mar''ina Horka,Minsk,BY
Malaryta,Brest,BY
Maladziecna,Minsk,BY
Mahilyow,Mogilev,BY
Machulishchy,Minsk,BY
Lyuban',Minsk,BY
Lyepyel',Vitebsk,BY
Lyakhavichy,Brest,BY
Luninyets,Brest,BY
Loyew,Gomel Oblast,BY
Loshnitsa,Minsk,BY
Lahoysk,Minsk,BY
Lyozna,Vitebsk,BY
Lida,Grodnenskaya,BY
Krychaw,Mogilev,BY
Krupki,Minsk,BY
Kruhlaye,Mogilev,BY
Krasnosel'skiy,Grodnenskaya,BY
Krasnapollye,Mogilev,BY
Kastsyukowka,Gomel Oblast,BY
Kastsyukovichy,Mogilev,BY
Karelichy,Grodnenskaya,BY
Kapyl',Minsk,BY
Kalodzishchy,Minsk,BY
Kobryn,Brest,BY
Klimavichy,Mogilev,BY
Klicau,Mogilev,BY
Klyetsk,Minsk,BY
Kirawsk,Mogilev,BY
Khoyniki,Gomel Oblast,BY
Kamyanyets,Brest,BY
Kalinkavichy,Gomel Oblast,BY
Iwye,Grodnenskaya,BY
Ivatsevichy,Brest,BY
Ivanava,Brest,BY
Hrodna,Grodnenskaya,BY
Horki,Mogilev,BY
Homyel',Gomel Oblast,BY
Hlybokaye,Vitebsk,BY
Hantsavichy,Brest,BY
Gorodok,Vitebsk,BY
Hlusk,Mogilev,BY
Hatava,Minsk,BY
Dzyarzhynsk,Minsk,BY
Dyatlovo,Grodnenskaya,BY
Dubrowna,Vitebsk,BY
Drahichyn,Brest,BY
Dokshytsy,Vitebsk,BY
Dobrush,Gomel Oblast,BY
Davyd-Haradok,Brest,BY
Cervien,Minsk,BY
Cherykaw,Mogilev,BY
Chachersk,Gomel Oblast,BY
Chavusy,Mogilev,BY
Chashniki,Vitebsk,BY
Bykhaw,Mogilev,BY
Byaroza,Brest,BY
Brest,Brest,BY
Braslaw,Vitebsk,BY
Vyalikaya Byerastavitsa,Grodnenskaya,BY
Byarozawka,Grodnenskaya,BY
Bierazino,Minsk,BY
Byalynichy,Mogilev,BY
Byelaazyorsk,Brest,BY
Barysaw,Minsk,BY
Baranovichi,Brest,BY
Baran',Vitebsk,BY
Babruysk,Mogilev,BY
Ashmyany,Grodnenskaya,BY
Fanipol,Minsk,BY
Druzhny,Minsk,BY
Chyst',Minsk,BY
Lyasny,Minsk,BY
San Pedro,Belize,BZ
San Ignacio,Cayo,BZ
Punta Gorda,Toledo,BZ
Orange Walk,Orange Walk,BZ
Ladyville,Belize,BZ
Dangriga,Southern District,BZ
Corozal,Corozal,BZ
Benque Viejo el Carmen,Cayo,BZ
Belmopan,Cayo,BZ
Belize City,Belize,BZ
Abbotsford,British Columbia,CA
Acton Vale,Quebec,CA
Agincourt North,Ontario,CA
Airdrie,Alberta,CA
Ajax,Ontario,CA
Alderwood,Ontario,CA
Alliston,Ontario,CA
Alma,Quebec,CA
Amherst,Nova Scotia,CA
Amherstburg,Ontario,CA
Amos,Quebec,CA
Angus,Ontario,CA
Antigonish,Nova Scotia,CA
Arnprior,Ontario,CA
Asbestos,Quebec,CA
Aurora,Ontario,CA
Aylmer,Ontario,CA
Baie-Comeau,Quebec,CA
Banff,Alberta,CA
Barrie,Ontario,CA
Bay Roberts,Newfoundland and Labrador,CA
Bayview Village,Ontario,CA
Beaconsfield,Quebec,CA
Beauharnois,Quebec,CA
Beaumont,Alberta,CA
Becancour,Quebec,CA
Belleville,Ontario,CA
Bells Corners,Ontario,CA
Beloeil,Quebec,CA
Bendale,Ontario,CA
Binbrook,Ontario,CA
Blackfalds,Alberta,CA
Blainville,Quebec,CA
Bluewater,Ontario,CA
Boisbriand,Quebec,CA
Bois-des-Filion,Quebec,CA
Bonnyville,Alberta,CA
Boucherville,Quebec,CA
Bracebridge,Ontario,CA
Brampton,Ontario,CA
Brandon,Manitoba,CA
Brant,Ontario,CA
Brantford,Ontario,CA
Bridgewater,Nova Scotia,CA
Brockville,Ontario,CA
Brooks,Alberta,CA
Brossard,Quebec,CA
Brownsburg-Chatham,Quebec,CA
Burlington,Ontario,CA
Burnaby,British Columbia,CA
Caledon,Ontario,CA
Calgary,Alberta,CA
Cambridge,Ontario,CA
Camlachie,Ontario,CA
Campbell River,British Columbia,CA
Camrose,Alberta,CA
Candiac,Quebec,CA
Canmore,Alberta,CA
Cantley,Quebec,CA
Carignan,Quebec,CA
Carleton Place,Ontario,CA
Castlegar,British Columbia,CA
Chambly,Quebec,CA
Charlemagne,Quebec,CA
Charlottetown,Prince Edward Island,CA
Chateauguay,Quebec,CA
Chatham,Ontario,CA
Chibougamau,Quebec,CA
Chilliwack,British Columbia,CA
Clarence-Rockland,Ontario,CA
Cliffcrest,Ontario,CA
Coaldale,Alberta,CA
Coaticook,Quebec,CA
Cobourg,Ontario,CA
Cochrane,Alberta,CA
Cold Lake,Alberta,CA
Collingwood,Ontario,CA
Colwood,British Columbia,CA
Conception Bay South,Newfoundland and Labrador,CA
Concord,Ontario,CA
Coquitlam,British Columbia,CA
Corner Brook,Newfoundland and Labrador,CA
Cornwall,Prince Edward Island,CA
Cornwall,Ontario,CA
Corunna,Ontario,CA
Coteau-du-Lac,Quebec,CA
Cote-Saint-Luc,Quebec,CA
Courtenay,British Columbia,CA
Cowansville,Quebec,CA
Cranbrook,British Columbia,CA
Creston,British Columbia,CA
Dartmouth,Nova Scotia,CA
Dauphin,Manitoba,CA
Dawson Creek,British Columbia,CA
Delson,Quebec,CA
Delta,British Columbia,CA
Deux-Montagnes,Quebec,CA
Devon,Alberta,CA
Dieppe,New Brunswick,CA
Dolbeau-Mistassini,Quebec,CA
Dollard-Des Ormeaux,Quebec,CA
Dorchester,Ontario,CA
Dorset Park,Ontario,CA
Dorval,Quebec,CA
Drayton Valley,Alberta,CA
Drummondville,Quebec,CA
Dryden,Ontario,CA
Duncan,British Columbia,CA
East Gwillimbury,Ontario,CA
Edmonton,Alberta,CA
Edson,Alberta,CA
Elliot Lake,Ontario,CA
Humbermede,Ontario,CA
Esquimalt,British Columbia,CA
Essex,Ontario,CA
Estevan,Saskatchewan,CA
Etobicoke West Mall,Ontario,CA
Fall River,Nova Scotia,CA
Farnham,Quebec,CA
Fernie,British Columbia,CA
Flemingdon Park,Ontario,CA
Fort Erie,Ontario,CA
Fort Frances,Ontario,CA
Fort McMurray,Alberta,CA
Fort Saskatchewan,Alberta,CA
Fort St. John,British Columbia,CA
Fredericton,New Brunswick,CA
Gananoque,Ontario,CA
Gander,Newfoundland and Labrador,CA
Ganges,British Columbia,CA
Gaspe,Quebec,CA
Gatineau,Quebec,CA
Gibsons,British Columbia,CA
Glace Bay,Nova Scotia,CA
Goderich,Ontario,CA
Granby,Quebec,CA
Grande Prairie,Alberta,CA
Grand Falls-Windsor,Newfoundland and Labrador,CA
Greater Sudbury,Ontario,CA
Gravenhurst,Ontario,CA
Greater Napanee,Ontario,CA
Greenwood,Nova Scotia,CA
Grimsby,Ontario,CA
Guelph,Ontario,CA
Guildwood,Ontario,CA
Hamilton,Ontario,CA
Hampstead,Quebec,CA
Hanceville,British Columbia,CA
Hanover,Ontario,CA
Happy Valley-Goose Bay,Newfoundland and Labrador,CA
Hawkesbury,Ontario,CA
Henry Farm,Ontario,CA
Highland Creek,Ontario,CA
High River,Alberta,CA
Hillcrest Village,Ontario,CA
Hinton,Alberta,CA
Hudson,Quebec,CA
Humber Summit,Ontario,CA
Huntsville,Ontario,CA
Huron East,Ontario,CA
Ingersoll,Ontario,CA
Innisfil,Ontario,CA
Ionview,Ontario,CA
Iqaluit,Nunavut,CA
Joliette,Quebec,CA
Kamloops,British Columbia,CA
Kanata,Ontario,CA
Kapuskasing,Ontario,CA
Kelowna,British Columbia,CA
Kennedy Park,Ontario,CA
Kenora,Ontario,CA
Kentville,Nova Scotia,CA
Keswick,Ontario,CA
Kimberley,British Columbia,CA
Kincardine,Ontario,CA
King,Ontario,CA
Kingston,Ontario,CA
Kirkland,Quebec,CA
Kirkland Lake,Ontario,CA
Kitchener,Ontario,CA
Kitimat,British Columbia,CA
Labrador City,Newfoundland and Labrador,CA
Lac-Brome,Quebec,CA
Lachute,Quebec,CA
Lacombe,Alberta,CA
Ladysmith,British Columbia,CA
Lambton Shores,Ontario,CA
Langford,British Columbia,CA
Langley,British Columbia,CA
La Prairie,Quebec,CA
La Ronge,Saskatchewan,CA
La Sarre,Quebec,CA
L'Assomption,Quebec,CA
La Tuque,Quebec,CA
Laurentides,Quebec,CA
Laval,Quebec,CA
Lavaltrie,Quebec,CA
Leamington,Ontario,CA
Leduc,Alberta,CA
Les Coteaux,Quebec,CA
Lethbridge,Alberta,CA
L'Ile-Perrot,Quebec,CA
Lindsay,Ontario,CA
Listowel,Ontario,CA
Lively,Ontario,CA
Lloydminster,Alberta,CA
London,Ontario,CA
Longueuil,Quebec,CA
Lorraine,Quebec,CA
Louiseville,Quebec,CA
Lutes Mountain,New Brunswick,CA
Magog,Quebec,CA
Malvern,Ontario,CA
Maple Ridge,British Columbia,CA
Marieville,Quebec,CA
Markham,Ontario,CA
Markland Wood,Ontario,CA
Martensville,Saskatchewan,CA
Mascouche,Quebec,CA
Meadow Lake,Saskatchewan,CA
Medicine Hat,Alberta,CA
Melfort,Saskatchewan,CA
Mercier,Quebec,CA
Merritt,British Columbia,CA
Midland,Ontario,CA
Milliken,Ontario,CA
